30, 6732628, 463643
60, 13304620, 849348
90, 19947080, 1145478
121, 23684184, 1448322
151, 23684184, 1690452
181, 23684184, 2140471
211, 23684184, 2362777
242, 28014088, 2639647
272, 31345408, 2785018
302, 31345408, 3217577
333, 31345408, 3567469
363, 31345408, 3946017
393, 31345408, 4163255
423, 31345408, 4268271
454, 32879828, 4372551
484, 38351056, 4473885
515, 38331812, 4710773
545, 38331812, 4863583
575, 38331812, 5033949
606, 38331812, 5214742
636, 38331812, 5341900
666, 38331812, 5508388
697, 38331812, 5675779
727, 38331812, 5823772
758, 38331812, 5961313
788, 38331812, 6108917
818, 41549908, 6292787
849, 46973420, 6487134
879, 52808520, 6701313
910, 58583124, 6907074
940, 64327836, 7110759
971, 70059684, 7311644
1001, 75793500, 7514010
1032, 80653636, 7681592
1062, 86485688, 7884489
1093, 92347428, 8096399
1123, 98210660, 8330965
1154, 104093948, 8555651
1184, 108868552, 8742622
1215, 113823448, 8888711
1245, 119867028, 9138444
1276, 125959848, 9368469
1307, 132080920, 9590385
1337, 138149444, 9806699
1368, 141411464, 9898527
1399, 147259704, 10100473
1429, 153122572, 10310446
1460, 159028692, 10511572
1491, 164837640, 10730927
1522, 170627752, 10944860
1552, 172338268, 11007397
1583, 177933012, 11202138
1614, 183678916, 11338892
1644, 189401832, 11419864
1675, 195055176, 11495041
1706, 200699424, 11568442
1737, 202081676, 11586376
1768, 207591484, 11658685
1799, 213466744, 11734775
1830, 216817752, 11777539
1860, 222377684, 11848689
1891, 228235852, 11925102
1922, 232492464, 11977583
1953, 237471508, 12038302
1984, 243442588, 12113131
2015, 249247300, 12192118
2046, 254721020, 12260714
2077, 260243184, 12332371
2108, 262742684, 12376991
2139, 265998888, 12412659
2170, 271612092, 12484843
2201, 276086124, 12543494
2231, 280214620, 12604341
2262, 284248972, 12653647
2293, 288329192, 12696985
2324, 292466964, 12758795
2355, 294530156, 12781145
2386, 296206640, 12807417
2417, 301417532, 12874100
2448, 306781260, 12942495
2479, 312255316, 13011966
2510, 317682980, 13081220
2541, 322730980, 13142099
2572, 324990056, 13178785
2604, 326524736, 13196851
2635, 330894720, 13255286
2666, 335588388, 13313577
2697, 340292532, 13372607
2728, 345657720, 13442003
2759, 351028244, 13509933
2790, 356373740, 13572521
2821, 356541376, 13577956
2852, 359109940, 13619780
2883, 362195472, 13645976
2915, 362195472, 13645976
2946, 362195472, 13645976
2977, 362195472, 13645976
3009, 362195472, 13645976
3040, 362076800, 13646342
3071, 362076800, 13646356
3102, 362076800, 13646365
3133, 362076800, 13646370
3165, 362076800, 13646374
3196, 362076800, 13646376
3227, 362076800, 13646379
3258, 362076800, 13646381
3289, 362076800, 13646383
3320, 362076800, 13646384
3351, 362076800, 13646385
3383, 362076800, 13646385
3414, 362076800, 13646386
3445, 362076800, 13646388
3476, 362076800, 13646390
3507, 362076800, 13646392
3538, 362076800, 13646394
3569, 362076800, 13646403
3601, 362076800, 13646519
3632, 362076800, 13646552
3663, 362076800, 13646567
3694, 362076800, 13646573
3725, 362076800, 13646576
3756, 362076800, 13646577
3787, 362076800, 13646578
3818, 362076800, 13646579
3850, 362076808, 13715293
3881, 362075680, 13715293
3912, 362075680, 13966612
3943, 362075680, 14101503
3974, 362075680, 14145051
4006, 362075680, 14175689
4037, 362075680, 14207841
4068, 362075680, 14241537
4099, 362075680, 14278525
4130, 362075680, 14295536
4161, 362075680, 14310954
4193, 362075680, 14326198
4224, 362075680, 14341540
4255, 362075680, 14366873
4286, 362075680, 14420071
4317, 362075680, 14450741
4348, 362075680, 14510008
4379, 362075680, 14550342
4410, 362075680, 14590100
4441, 362075680, 14608000
4473, 362075680, 14625358
4504, 362075680, 14640690
4535, 362075680, 14653910
4566, 362075680, 14680503
4597, 362075680, 14716688
4628, 362075680, 14745965
4659, 362075680, 14774597
4690, 362075680, 14891612
4721, 362075680, 14991125
4752, 362075680, 15041045
4784, 362075680, 15059182
4815, 362075680, 15093117
4846, 362075680, 15119126
4877, 362075680, 15152661
4908, 362075680, 15184384
4939, 362075680, 15198361
4970, 362075680, 15212413
5001, 362075680, 15226431
5032, 362075680, 15240370
5063, 362075680, 15254306
5094, 362075680, 15299882
5125, 362075680, 15324020
5156, 362075680, 15365815
5188, 362075680, 15404757
5219, 362075680, 15437927
5250, 362075680, 15462945
5281, 362075680, 15480345
5312, 362075680, 15496520
5343, 362075680, 15510075
5374, 362075680, 15523099
5405, 362075680, 15551591
5436, 362075680, 15576801
5467, 362075680, 15605513
5498, 362075680, 15628025
5529, 362075680, 15742695
5560, 362075680, 15840056
5592, 362075680, 15875403
5623, 362075680, 15898236
5654, 362075680, 15929833
5685, 362075680, 15957930
5716, 362075680, 15992280
5747, 362075680, 16017447
5778, 362075680, 16031808
5809, 362075680, 16046136
5841, 362075680, 16060474
5872, 362075680, 16074790
5903, 362075680, 16105890
5934, 362075680, 16141050
5965, 362075680, 16171385
5996, 362075680, 16214519
6027, 362075680, 16250304
6058, 362075680, 16277254
6089, 362075680, 16295162
6120, 362075680, 16312232
6151, 362075680, 16326938
6182, 362075680, 16341160
6214, 362075680, 16365000
6245, 362075680, 16393495
6276, 362075680, 16418585
6307, 362075680, 16442565
6338, 362075680, 16552828
6369, 362075680, 16645447
6400, 362075680, 16684015
6431, 362075680, 16708061
6462, 362075680, 16739122
6493, 362075680, 16768581
6524, 362075680, 16804863
6556, 362075680, 16829057
6587, 362075680, 16844007
6618, 362075680, 16859128
6649, 362075680, 16874044
6680, 362075680, 16889092
6711, 362075680, 16929266
6742, 362075680, 16956206
6773, 362075680, 16995712
6804, 362075680, 17033970
6835, 362075680, 17068578
6866, 362075680, 17088540
6897, 362075680, 17108146
6929, 362075680, 17123666
6960, 362075680, 17138535
6991, 362075680, 17159729
7022, 362075680, 17187455
7053, 362075680, 17211866
7084, 362075680, 17236294
7115, 362075680, 17355133
7146, 362075680, 17446979
7177, 362075680, 17487325
7208, 362075680, 17513320
7239, 362075680, 17546549
7270, 362075680, 17577706
7301, 362075680, 17614122
7332, 362075680, 17635643
7364, 362075680, 17650614
7395, 362075680, 17664159
7426, 362075680, 17679146
7457, 362075680, 17694058
7488, 362075680, 17735876
7519, 362075680, 17762644
